_id,TARIH,YANGIN_TURU,YANGIN_SEBEBI,YANGIN_SONUCU,YAPI_SEKLI,ERKEK_VEFAT,KADIN_VEFAT,ITFAIYECI_VEFAT,ERKEK_YARALI,KADIN_YARALI,ITFAIYECI_YARALI,BUYUK_BAS_VEFAT,KUCUK_BAS_VEFAT,KUMES_HAYVANI_VEFAT,EVCIL_HAYVAN_VEFAT,DIGER HAYVAN,VARIS_SURESI (DAK.),KULLANILAN_KOPUK_MIKTARI (KG),KULLANILAN_SU_MIKTARI (m3),KULLANILAN_KURU_KIMYEVI_TOZ_MIKTARI (KG),EKIPLERIN_CIKIS_SAATI,ILCE,ADRES_BOLGESI
11,2025-01-01 00:00:00,BİNA,KASIT,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:03,0,0,0,14:29,BORNOVA,KENT MERKEZİ
12,2025-01-01 00:00:00,ODUNLUK/KÖMÜRLÜK,İHMAL/DİKKATSİZLİK,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:04,0,0.3,0,15:05,BAYRAKLI,KENT MERKEZİ
13,2025-01-01 00:00:00,BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:05,0,0,0,15:22,BUCA,KENT MERKEZİ
14,2025-01-01 00:00:00,ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:04,0,2,0,15:27,BUCA,KENT MERKEZİ
15,2025-01-01 00:00:00,OT,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:03,0,0,0,15:38,KARŞIYAKA,KENT MERKEZİ
16,2025-01-01 00:00:00,ARAÇ,ELEKT. KISA DEV./ELEKT. KONTAĞI,KISMEN YANARAK KURTARILAN,,0,0,0,0,0,0,0,0,0,0,0,00:04,0,1,0,15:59,GAZİEMİR,KENT MERKEZİ
17,2025-01-01 00:00:00,BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:05,0,0.2,0,16:02,BORNOVA,KENT MERKEZİ
18,2025-01-01 00:00:00,MOTOSİKLET,ELEKT. KISA DEV./ELEKT. KONTAĞI,KISMEN YANARAK KURTARILAN,,0,0,0,0,0,0,0,0,0,0,0,00:05,0,1,0,16:16,FOÇA,KENT MERKEZİ
19,2025-01-01 00:00:00,ARAÇ,PARLAMA (AKARYAKIT MADDESİ),KISMEN YANARAK KURTARILAN,,0,0,0,0,0,0,0,0,0,0,0,00:04,0,0.1,0,16:39,ALİAĞA,KENT MERKEZİ
20,2025-01-01 00:00:00,ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:05,0,0.3,0,18:30,SELÇUK,KENT MERKEZİ
21,2025-01-01 00:00:00,ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:03,0,0.05,0,18:36,FOÇA,KIRSAL BÖLGE
22,2025-01-01 00:00:00,ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:05,0,1,0,19:16,BORNOVA,KENT MERKEZİ
23,2025-01-01 00:00:00,ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:05,0,0.05,0,19:18,FOÇA,KIRSAL BÖLGE
24,2025-01-01 00:00:00,ARAÇ,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:16,0,0,0,20:07,URLA,KIRSAL BÖLGE
25,2025-01-01 00:00:00,ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:07,0,0.1,0,20:28,URLA,KIRSAL BÖLGE
26,2025-01-01 00:00:00,İŞYERİ,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:10,0,0.8,0,23:20,BAYINDIR,KIRSAL BÖLGE
27,2025-01-01 00:00:00,MOTOSİKLET,ELEKT. KISA DEV./ELEKT. KONTAĞI,TAMAMEN YANAN,,0,0,0,0,0,0,0,0,0,0,0,00:10,0,0,0,23:24,KEMALPAŞA,KENT MERKEZİ
28,2025-01-02 00:00:00,ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:02,0,1,0,00:16,KARABAĞLAR,KENT MERKEZİ
29,2025-01-02 00:00:00,ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:08,0,2,0,00:27,ALİAĞA,KIRSAL BÖLGE
30,2025-01-02 00:00:00,ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:02,0,1,0,01:00,BORNOVA,KENT MERKEZİ
31,2025-01-02 00:00:00,ARAÇ,ELEKT. KISA DEV./ELEKT. KONTAĞI,KISMEN YANARAK KURTARILAN,,0,0,0,0,0,0,0,0,0,0,0,00:04,0,1,12,08:17,BUCA,KENT MERKEZİ
32,2025-01-02 00:00:00,ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:03,0,0.1,0,09:22,KONAK,KENT MERKEZİ
33,2025-01-02 00:00:00,BAĞ/BAHÇE,KIVILCIM(DİĞER),BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:03,0.05,6,0,09:53,BORNOVA,KENT MERKEZİ
34,2025-01-02 00:00:00,KABLO/DİREK-ELEKT/TEL VB,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:10,0,0.1,0,10:26,MENDERES,KIRSAL BÖLGE
35,2025-01-02 00:00:00,BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:05,0,0,0,11:01,KARABAĞLAR,KENT MERKEZİ
36,2025-01-02 00:00:00,BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:05,0,0,0,11:15,KARABAĞLAR,KENT MERKEZİ
37,2025-01-02 00:00:00,BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,ÇELİK,0,0,0,0,0,0,0,0,13,0,0,00:04,0,8,0,11:18,GAZİEMİR,KENT MERKEZİ
38,2025-01-02 00:00:00,PARK,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:05,0,0.1,0,11:19,MENEMEN,KENT MERKEZİ
39,2025-01-02 00:00:00,İŞYERİ,KIVILCIM(BACA),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:08,0,1,0,11:26,GAZİEMİR,KENT MERKEZİ
40,2025-01-02 00:00:00,BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:03,0,1.5,0,11:40,ALİAĞA,KENT MERKEZİ
41,2025-01-02 00:00:00,BİNA,KONDÜKSİYON (TEMAS İLE ISI TRANSFERİ),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:07,0,5,0,11:44,BORNOVA,KIRSAL BÖLGE
42,2025-01-02 00:00:00,ARAÇ,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:06,0,1,0,12:06,KARABAĞLAR,KENT MERKEZİ
43,2025-01-02 00:00:00,BİNA,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:03,0,0.6,0,12:55,KARABAĞLAR,KENT MERKEZİ
44,2025-01-02 00:00:00,ARAÇ,ISINMA/SÜRTÜNME,KISMEN YANARAK KURTARILAN,,0,0,0,0,0,0,0,0,0,0,0,00:05,0,15,0,13:23,BAYRAKLI,KENT MERKEZİ
45,2025-01-02 00:00:00,BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:03,0,0,0,13:24,KONAK,KENT MERKEZİ
46,2025-01-02 00:00:00,ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:06,0,1,0,13:40,BUCA,KENT MERKEZİ
47,2025-01-02 00:00:00,ARAÇ,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:05,0,0,0,14:20,BAYRAKLI,KENT MERKEZİ
48,2025-01-02 00:00:00,BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:05,0,0.2,0,16:17,KONAK,KENT MERKEZİ
49,2025-01-02 00:00:00,ARAÇ,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:02,0,0,0,16:51,GÜZELBAHÇE,KENT MERKEZİ
50,2025-01-02 00:00:00,BİNA,KIVILCIM(BACA),BAŞLANGIÇTA SÖNDÜRÜLEN,BAĞDADİ(TAŞ YAPI),0,0,0,0,0,0,0,0,0,0,0,00:06,0,15,0,17:50,ÖDEMİŞ,KENT MERKEZİ
51,2025-01-02 00:00:00,BİNA,KIVILCIM(DİĞER),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:05,0,5,0,17:50,BAYRAKLI,KENT MERKEZİ
52,2025-01-02 00:00:00,BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:06,0,0,0,19:59,MENDERES,KENT MERKEZİ
53,2025-01-02 00:00:00,BİNA,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:03,0,1,0,20:29,KONAK,KENT MERKEZİ
54,2025-01-02 00:00:00,BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:03,0,0,0,21:12,KONAK,KENT MERKEZİ
55,2025-01-02 00:00:00,ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:05,0,0,0,21:37,BORNOVA,KENT MERKEZİ
56,2025-01-02 00:00:00,ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:05,0,1,0,22:02,BUCA,KENT MERKEZİ
57,2025-01-02 00:00:00,İŞYERİ,PARLAMA (YAĞ/KİMYASAL MAD.),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:04,0,0,0,22:07,BUCA,KENT MERKEZİ
58,2025-01-02 00:00:00,ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:04,0,0.3,0,22:14,ÇİĞLİ,KENT MERKEZİ
59,2025-01-03 00:00:00,ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:05,0,1.8,0,01:42,BUCA,KENT MERKEZİ
60,2025-01-03 00:00:00,FABRİKA/ATÖLYE/İMALATHANE,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:05,0,5,0,02:25,ALİAĞA,KIRSAL BÖLGE
61,2025-01-03 00:00:00,BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,1,0,0,0,0,0,0,00:04,0,2,0,02:48,BAYRAKLI,KENT MERKEZİ
62,2025-01-03 00:00:00,BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:03,0,2,0,04:35,KARABAĞLAR,KENT MERKEZİ
63,2025-01-03 00:00:00,KERESTE/PALET VB,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:05,0,19,0,06:05,BUCA,KENT MERKEZİ
64,2025-01-03 00:00:00,BİNA,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:02,0,3,0,07:25,KONAK,KENT MERKEZİ
65,2025-01-03 00:00:00,ARAÇ,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:04,0,0,0,09:05,ÇİĞLİ,KENT MERKEZİ
66,2025-01-03 00:00:00,BİNA,ÇOCUKLARIN ATEŞLE OYNAMASI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:05,0,0.1,0,09:18,BAYRAKLI,KENT MERKEZİ
67,2025-01-03 00:00:00,BİNA,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:05,0,1.75,0,10:18,KONAK,KENT MERKEZİ
68,2025-01-03 00:00:00,OT,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:05,0,0.1,0,11:01,SEFERİHİSAR,KIRSAL BÖLGE
69,2025-01-03 00:00:00,ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:04,0,24,0,11:17,BUCA,KENT MERKEZİ
70,2025-01-03 00:00:00,ARAÇ,ISINMA/SÜRTÜNME,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:03,0,0.5,0,12:57,GÜZELBAHÇE,KENT MERKEZİ
71,2025-01-03 00:00:00,KABLO/DİREK-ELEKT/TEL VB,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:02,0,0,1,14:03,BORNOVA,KENT MERKEZİ
72,2025-01-03 00:00:00,ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:01,0,0.5,0,14:27,FOÇA,KENT MERKEZİ
73,2025-01-03 00:00:00,ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:04,0,0.4,0,14:37,BUCA,KENT MERKEZİ
74,2025-01-03 00:00:00,ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:04,0,0.5,0,15:45,KARABAĞLAR,KENT MERKEZİ
75,2025-01-03 00:00:00,BİNA,KIVILCIM(BACA),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:04,6,0,0,15:58,ÖDEMİŞ,KENT MERKEZİ
76,2025-01-03 00:00:00,OT,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:06,0,2,0,16:19,ALİAĞA,KIRSAL BÖLGE
77,2025-01-03 00:00:00,ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:04,0,0.5,0,17:07,DİKİLİ,KENT MERKEZİ
78,2025-01-03 00:00:00,BİNA,KASIT,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,1,0,0,0,0,0,0,00:01,0,1,0,17:13,KARABAĞLAR,KENT MERKEZİ
79,2025-01-03 00:00:00,ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:02,0,1,0,17:38,BORNOVA,KENT MERKEZİ
80,2025-01-03 00:00:00,BİNA,PARLAMA (YAĞ/KİMYASAL MAD.),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:04,0,0.1,0,19:14,BORNOVA,KENT MERKEZİ
81,2025-01-03 00:00:00,BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,TAMAMEN YANAN,PREFABRİK,0,0,0,0,0,0,0,0,0,0,0,00:10,0,20,0,20:12,ÖDEMİŞ,KIRSAL BÖLGE
82,2025-01-03 00:00:00,BİNA,PARLAMA (YAĞ/KİMYASAL MAD.),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:05,0,0,0,20:20,KARŞIYAKA,KENT MERKEZİ
83,2025-01-03 00:00:00,BİNA,KIVILCIM(BACA),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:02,0,0.3,0,20:40,KARABAĞLAR,KENT MERKEZİ
84,2025-01-03 00:00:00,ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:04,0,1,0,20:58,ÇİĞLİ,KENT MERKEZİ
85,2025-01-03 00:00:00,ARAÇ,PARLAMA (AKARYAKIT MADDESİ),BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:05,0,1,0,21:02,BUCA,KENT MERKEZİ
86,2025-01-03 00:00:00,ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:04,0,0.1,0,22:39,BUCA,KENT MERKEZİ
87,2025-01-04 00:00:00,ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:05,0,1,0,02:52,BUCA,KENT MERKEZİ
88,2025-01-04 00:00:00,BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:04,0,0.5,0,05:08,BUCA,KENT MERKEZİ
89,2025-01-04 00:00:00,ARAÇ,ISINMA/SÜRTÜNME,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:06,0,0.5,0,08:09,NARLIDERE,KENT MERKEZİ
90,2025-01-04 00:00:00,ARAÇ,KAZA SONUCU,TAMAMEN YANAN,,1,0,0,3,0,0,0,0,0,0,0,00:15,0,5,0,08:33,MENDERES,KIRSAL BÖLGE
91,2025-01-04 00:00:00,İŞYERİ,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:07,0,0,0,09:52,MENDERES,KIRSAL BÖLGE
92,2025-01-04 00:00:00,BARAKA/KULÜBE/YAŞAM KONTEYNERİ,ELEKT. KISA DEV./ELEKT. KONTAĞI,TAMAMEN YANAN,DİĞER,0,0,0,0,0,0,0,0,80,0,0,00:08,0,2,0,10:48,MENDERES,KIRSAL BÖLGE
93,2025-01-04 00:00:00,ARAÇ,ELEKT. KISA DEV./ELEKT. KONTAĞI,KISMEN YANARAK KURTARILAN,,0,0,0,0,0,0,0,0,0,0,0,00:07,0,0.5,0,13:40,TORBALI,KIRSAL BÖLGE
94,2025-01-04 00:00:00,BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:05,0,0,0,14:34,ÇİĞLİ,KENT MERKEZİ
95,2025-01-04 00:00:00,BARAKA/KULÜBE/YAŞAM KONTEYNERİ,ELEKT. KISA DEV./ELEKT. KONTAĞI,TAMAMEN YANAN,DİĞER,0,0,0,0,0,0,0,0,0,0,0,00:05,200,8,0,14:44,BERGAMA,KIRSAL BÖLGE
96,2025-01-04 00:00:00,BİNA,KIVILCIM(DİĞER),BAŞLANGIÇTA SÖNDÜRÜLEN,ÇELİK,0,0,0,0,0,0,0,0,0,0,0,00:05,0,1,0,16:25,KARŞIYAKA,KENT MERKEZİ
97,2025-01-04 00:00:00,BİNA,KONDÜKSİYON (TEMAS İLE ISI TRANSFERİ),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:02,0,3,0,16:27,BORNOVA,KENT MERKEZİ
98,2025-01-04 00:00:00,ARAÇ,PARLAMA (AKARYAKIT MADDESİ),BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:01,0,0.1,0,17:04,TORBALI,KENT MERKEZİ
99,2025-01-04 00:00:00,ARAÇ,ELEKT. KISA DEV./ELEKT. KONTAĞI,TAMAMEN YANAN,,0,0,0,0,0,0,0,0,0,0,0,00:04,50,8,0,17:05,SEFERİHİSAR,KENT MERKEZİ
100,2025-01-04 00:00:00,İŞYERİ,KIVILCIM(BACA),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:04,0,0.1,0,18:10,KARŞIYAKA,KENT MERKEZİ
101,2025-01-04 00:00:00,ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:11,0,0.6,0,18:47,URLA,KIRSAL BÖLGE
102,2025-01-04 00:00:00,BİNA,ŞÜPHELİ,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:03,0,1.2,0,20:21,KONAK,KENT MERKEZİ
103,2025-01-04 00:00:00,BİNA,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:05,0,3,0,22:00,BORNOVA,KENT MERKEZİ
104,2025-01-05 00:00:00,BİNA,ŞÜPHELİ,KISMEN YANARAK KURTARILAN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:07,200,10,0,00:09,BERGAMA,KIRSAL BÖLGE
105,2025-01-05 00:00:00,ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,,0,0,0,0,0,0,0,0,0,0,0,00:03,0,0.5,0,01:06,BUCA,KENT MERKEZİ
106,2025-01-05 00:00:00,BİNA,ŞÜPHELİ,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,0,0,0,0,0,0,0,0,0,0,0,00:05,0,0,0,01:41,ÖDEMİŞ,KENT MERKEZİ
