YANGIN_TURU,YANGIN_SEBEBI,YANGIN_SONUCU,YAPI_SEKLI,VARIS_SURESI,KULLANILAN_KOPUK_MIKTARI,KULLANILAN_SU_MIKTARI,KULLANILAN_KURU_KIMYEVI_TOZ_MIKTARI,EKIPLERIN_CIKIS_SAATI,ILCE,ADRES_BOLGESI,TOTAL_VEFAT,TOTAL_YARALI,TOTAL_HAYVAN_VEFAT
OT,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,5,0.0,0.5,0.0,2780.0,ÖDEMİŞ,KENT MERKEZİ,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,3,0.0,1.0,0.0,2887.5,SELÇUK,KENT MERKEZİ,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,10,0.0,2.0,0.0,2917.5,URLA,KIRSAL BÖLGE,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,5,0.0,0.3,0.0,2970.0,KARABAĞLAR,KENT MERKEZİ,0,0,0
BİNA,KIVILCIM(BACA),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,1,0.0,0.0,0.0,3052.5,KONAK,KENT MERKEZİ,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,9,0.0,1.0,0.0,3052.5,MENEMEN,KIRSAL BÖLGE,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,12,0.0,0.0,0.0,3075.0,BUCA,KIRSAL BÖLGE,0,0,0
BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,5,0.0,0.0,0.0,112.5,KONAK,KENT MERKEZİ,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,5,0.0,1.0,0.0,165.0,KARŞIYAKA,KENT MERKEZİ,0,0,0
BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,5,0.0,0.0,0.0,237.5,KARŞIYAKA,KENT MERKEZİ,0,0,0
FABRİKA/ATÖLYE/İMALATHANE,KİMYASAL MADDE REAKSİYONU,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,5,0.0,10.0,0.0,285.0,KEMALPAŞA,KIRSAL BÖLGE,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,6,0.0,0.5,0.0,322.5,KONAK,KENT MERKEZİ,0,0,0
BİNA,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,3,0.0,0.1,0.0,420.0,TORBALI,KENT MERKEZİ,0,0,0
BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,3,0.0,0.5,0.0,2237.5,BERGAMA,KENT MERKEZİ,0,0,0
BİNA,ŞÜPHELİ,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,4,0.0,0.8,0.0,2412.5,KONAK,KENT MERKEZİ,0,0,0
BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,2,0.0,0.0,12.0,2637.5,KARABAĞLAR,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,3,0.0,0.5,0.0,2745.0,ALİAĞA,KENT MERKEZİ,0,0,0
ARAÇ,ŞÜPHELİ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,10,0.0,0.0,0.0,2842.5,KEMALPAŞA,KIRSAL BÖLGE,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,4,0.0,0.5,0.0,3027.5,BUCA,KENT MERKEZİ,0,0,0
BİNA,KIVILCIM(DİĞER),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,4,0.0,0.0,0.0,3082.5,KARABAĞLAR,KENT MERKEZİ,0,0,0
BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,4,0.0,20.0,0.0,3127.5,ÖDEMİŞ,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,3,0.0,0.2,0.0,3182.5,ALİAĞA,KENT MERKEZİ,0,0,0
ARAÇ,ELEKT. KISA DEV./ELEKT. KONTAĞI,KISMEN YANARAK KURTARILAN,YAPI_DEGIL,8,0.0,1.0,0.0,3380.0,MENEMEN,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,2,0.0,0.5,0.0,3420.0,KARABAĞLAR,KENT MERKEZİ,0,0,0
BARAKA/KULÜBE/YAŞAM KONTEYNERİ,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,7,0.0,0.0,0.0,3450.0,KARŞIYAKA,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,3,0.0,0.2,0.0,3520.0,BUCA,KENT MERKEZİ,0,0,0
BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,4,0.0,0.5,0.0,487.5,KONAK,KENT MERKEZİ,0,0,0
ARAÇ,ELEKT. KISA DEV./ELEKT. KONTAĞI,KISMEN YANARAK KURTARILAN,YAPI_DEGIL,1,0.0,2.0,0.0,1160.0,ÖDEMİŞ,KENT MERKEZİ,0,0,0
İŞYERİ,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,1,0.0,0.0,0.0,2170.0,ÇEŞME,KENT MERKEZİ,0,0,0
BİNA,RADYASYON (IŞINIM İLE ISI TRANSFERİ),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,3,0.0,0.0,0.0,2202.5,KONAK,KENT MERKEZİ,0,0,0
BİNA,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,4,0.0,0.5,0.0,2365.0,ALİAĞA,KENT MERKEZİ,0,0,0
BİNA,KIVILCIM(DİĞER),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,16,0.0,0.4,0.0,2475.0,SEFERİHİSAR,KIRSAL BÖLGE,0,0,0
BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,4,0.0,0.0,0.0,3087.5,KARABAĞLAR,KENT MERKEZİ,0,0,0
BİNA,KONDÜKSİYON (TEMAS İLE ISI TRANSFERİ),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,5,6.0,0.5,0.0,3137.5,MENEMEN,KENT MERKEZİ,0,0,0
İŞYERİ,KASIT,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,4,0.0,0.0,0.0,3577.5,KONAK,KENT MERKEZİ,0,0,0
İŞYERİ,KIVILCIM(DİĞER),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,4,0.0,0.1,0.0,262.5,TİRE,KENT MERKEZİ,0,0,0
İŞYERİ,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,2,0.0,0.0,6.0,1077.5,KİRAZ,KENT MERKEZİ,0,0,0
İŞYERİ,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,4,0.0,1.0,0.0,1140.0,KARABAĞLAR,KENT MERKEZİ,0,0,0
ARAÇ,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,5,0.0,1.0,0.0,2165.0,KARABAĞLAR,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,5,0.0,3.0,0.0,2257.5,KARŞIYAKA,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,3,0.0,0.2,0.0,2302.5,KONAK,KENT MERKEZİ,0,0,0
BİNA,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,5,0.0,0.1,0.0,2305.0,BAYRAKLI,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,5,0.0,0.5,0.0,2560.0,BORNOVA,KENT MERKEZİ,0,0,0
ARAÇ,ELEKT. KISA DEV./ELEKT. KONTAĞI,TAMAMEN YANAN,YAPI_DEGIL,6,0.0,2.5,0.0,2827.5,BUCA,KENT MERKEZİ,0,0,0
BİNA,LPG/DOĞALGAZ,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,2,0.0,0.5,0.0,3277.5,KARABAĞLAR,KENT MERKEZİ,0,0,0
İŞYERİ,KIVILCIM(BACA),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,4,0.0,0.0,0.0,3377.5,KARŞIYAKA,KENT MERKEZİ,0,0,0
KABLO/DİREK-ELEKT/TEL VB,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,2,0.0,0.0,0.0,3552.5,KARABAĞLAR,KENT MERKEZİ,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,3,0.0,0.5,0.0,3575.0,BORNOVA,KENT MERKEZİ,0,0,0
BARAKA/KULÜBE/YAŞAM KONTEYNERİ,ELEKT. KISA DEV./ELEKT. KONTAĞI,TAMAMEN YANAN,PREFABRİK,9,0.0,3.5,0.0,2.5,BORNOVA,KIRSAL BÖLGE,0,0,0
BARAKA/KULÜBE/YAŞAM KONTEYNERİ,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,PREFABRİK,15,0.0,5.0,0.0,212.5,MENDERES,KIRSAL BÖLGE,0,0,0
BİNA,KONVEKSİYON (HAVA İLE ISI TRANSFERİ),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,3,0.0,0.0,0.0,265.0,KARABAĞLAR,KENT MERKEZİ,0,0,0
BİNA,KIVILCIM(BACA),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,6,0.0,0.1,0.0,327.5,BALÇOVA,KENT MERKEZİ,0,0,0
KABLO/DİREK-ELEKT/TEL VB,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,5,0.0,0.0,0.0,480.0,ÇEŞME,KIRSAL BÖLGE,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,3,0.0,0.3,0.0,1250.0,KONAK,KENT MERKEZİ,0,0,0
ARAÇ,ELEKT. KISA DEV./ELEKT. KONTAĞI,KISMEN YANARAK KURTARILAN,YAPI_DEGIL,5,0.0,1.0,0.0,1277.5,KEMALPAŞA,KIRSAL BÖLGE,0,0,0
BARAKA/KULÜBE/YAŞAM KONTEYNERİ,ELEKT. KISA DEV./ELEKT. KONTAĞI,KISMEN YANARAK KURTARILAN,ÇELİK,7,0.0,1.0,0.0,1387.5,MENEMEN,KIRSAL BÖLGE,0,0,0
ARAÇ,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,3,0.0,0.2,0.0,1620.0,BUCA,KENT MERKEZİ,0,0,0
BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,14,0.0,4.0,0.0,1857.5,BAYINDIR,KIRSAL BÖLGE,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,5,0.0,0.3,0.0,1885.0,BORNOVA,KENT MERKEZİ,0,0,0
İŞYERİ,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,3,0.0,0.0,0.0,1942.5,KONAK,KENT MERKEZİ,0,0,0
BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,4,0.0,0.0,0.0,2019.9999999999998,KONAK,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,3,0.0,1.0,0.0,2600.0,BORNOVA,KENT MERKEZİ,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,4,0.0,0.5,0.0,2782.5,TORBALI,KENT MERKEZİ,0,0,0
ARAÇ,ELEKT. KISA DEV./ELEKT. KONTAĞI,KISMEN YANARAK KURTARILAN,YAPI_DEGIL,6,0.0,1.0,0.0,2855.0,BALÇOVA,KENT MERKEZİ,0,0,0
BİNA,KIVILCIM(BACA),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,3,0.0,0.0,6.0,2925.0,BAYINDIR,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,3,0.0,0.5,0.0,2962.5,KONAK,KENT MERKEZİ,0,0,0
BİNA,KIVILCIM(BACA),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,5,0.0,2.0,0.0,3025.0,BAYRAKLI,KENT MERKEZİ,0,0,0
ODUNLUK/KÖMÜRLÜK,KIVILCIM(DİĞER),BAŞLANGIÇTA SÖNDÜRÜLEN,DİĞER,3,0.0,0.5,0.0,3095.0,MENDERES,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,4,0.0,0.5,0.0,3132.5,MENDERES,KENT MERKEZİ,0,0,0
TRAFO,ELEKT. KISA DEV./ELEKT. KONTAĞI,KISMEN YANARAK KURTARILAN,YAPI_DEGIL,6,0.0,0.0,6.0,3175.0,TORBALI,KENT MERKEZİ,0,0,0
İŞYERİ,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,4,0.0,1.0,0.0,3217.5,BORNOVA,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,3,0.0,0.5,0.0,3240.0,BUCA,KENT MERKEZİ,0,0,0
ARAÇ,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,2,0.0,2.0,0.0,3342.5,TORBALI,KENT MERKEZİ,0,0,0
DİĞER,ELEKT. KISA DEV./ELEKT. KONTAĞI,TAMAMEN YANAN,YAPI_DEGIL,15,0.0,0.5,18.0,10.0,KEMALPAŞA,KIRSAL BÖLGE,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,2,0.0,0.5,0.0,37.5,ALİAĞA,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,4,0.0,0.5,0.0,185.0,KARABAĞLAR,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,3,0.0,0.2,0.0,504.99999999999994,BORNOVA,KENT MERKEZİ,0,0,0
BARAKA/KULÜBE/YAŞAM KONTEYNERİ,ELEKT. KISA DEV./ELEKT. KONTAĞI,KISMEN YANARAK KURTARILAN,PREFABRİK,3,0.0,1.0,0.0,1047.5,MENDERES,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,5,0.0,0.1,0.0,1407.5,TORBALI,KENT MERKEZİ,0,0,0
TRAFO,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,5,0.0,0.0,6.0,1587.5,BUCA,KENT MERKEZİ,0,0,0
HURDALIK,KIVILCIM(DİĞER),BAŞLANGIÇTA SÖNDÜRÜLEN,DİĞER,5,0.0,2.0,0.0,1705.0,BORNOVA,KENT MERKEZİ,0,0,0
İŞYERİ,ÇOCUKLARIN ATEŞLE OYNAMASI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,14,0.0,1.0,0.0,1877.5,ALİAĞA,KIRSAL BÖLGE,0,0,0
BİNA,KIVILCIM(BACA),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,3,0.0,0.1,0.0,2495.0,SEFERİHİSAR,KENT MERKEZİ,0,0,0
KABLO/DİREK-ELEKT/TEL VB,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,17,0.0,0.2,0.0,2857.5,DİKİLİ,KIRSAL BÖLGE,0,0,0
DİĞER,ŞÜPHELİ,KISMEN YANARAK KURTARILAN,YAPI_DEGIL,5,25.0,4.0,0.0,2962.5,KINIK,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,12,0.0,0.1,0.0,3000.0,BUCA,KIRSAL BÖLGE,0,0,0
BİNA,KIVILCIM(BACA),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,4,0.0,0.1,0.0,3085.0,ÖDEMİŞ,KENT MERKEZİ,0,0,0
BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,5,0.0,0.0,0.0,3110.0,KONAK,KENT MERKEZİ,0,0,0
TRAFO,ELEKT. KISA DEV./ELEKT. KONTAĞI,TAMAMEN YANAN,YAPI_DEGIL,8,0.0,0.5,6.0,3175.0,MENDERES,KIRSAL BÖLGE,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,4,0.0,3.0,0.0,3327.5,BUCA,KENT MERKEZİ,0,0,0
MOTOSİKLET,ŞÜPHELİ,TAMAMEN YANAN,YAPI_DEGIL,5,0.0,0.2,0.0,3457.5,TİRE,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,1,0.0,0.5,0.0,3510.0,BUCA,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,6,0.0,0.5,0.0,5.0,KARŞIYAKA,KENT MERKEZİ,0,0,0
BİNA,KIVILCIM(BACA),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,2,0.0,0.0,6.0,202.5,KİRAZ,KENT MERKEZİ,0,0,0
BİNA,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,3,50.0,3.0,0.0,390.0,KONAK,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,3,0.0,1.0,0.0,642.5,KONAK,KENT MERKEZİ,0,0,0
ARAÇ,ELEKT. KISA DEV./ELEKT. KONTAĞI,KISMEN YANARAK KURTARILAN,YAPI_DEGIL,3,0.0,0.0,0.0,1267.5,ALİAĞA,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,5,0.0,2.5,0.0,1322.5,BUCA,KENT MERKEZİ,0,0,0
BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,5,0.0,4.0,0.0,1325.0,MENEMEN,KENT MERKEZİ,0,0,0
İŞYERİ,KIVILCIM(BACA),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,5,0.0,2.0,0.0,1732.5,KARŞIYAKA,KENT MERKEZİ,0,0,0
ARAÇ,ELEKT. KISA DEV./ELEKT. KONTAĞI,TAMAMEN YANAN,YAPI_DEGIL,10,50.0,8.0,0.0,1827.5,TORBALI,KIRSAL BÖLGE,0,0,0
TRAFO,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,4,0.0,0.0,0.01,2002.5,BALÇOVA,KENT MERKEZİ,0,0,0
BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,7,0.0,0.0,0.0,2177.5,ÇEŞME,KENT MERKEZİ,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,4,0.0,1.5,0.0,2180.0,BERGAMA,KENT MERKEZİ,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,5,0.0,0.5,0.0,2232.5,BORNOVA,KENT MERKEZİ,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,5,0.0,2.0,0.0,2277.5,KARŞIYAKA,KENT MERKEZİ,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,13,0.0,10.0,0.0,2477.5,ÇİĞLİ,KIRSAL BÖLGE,0,0,0
BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,4,0.0,0.0,0.0,2672.5,BUCA,KENT MERKEZİ,0,0,0
BİNA,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,4,0.0,0.0,0.0,2685.0,MENDERES,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,5,0.0,1.0,0.0,2782.5,KARŞIYAKA,KENT MERKEZİ,0,0,0
BİNA,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,3,0.0,2.0,0.0,2980.0,KARABAĞLAR,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,4,0.0,1.0,0.0,3132.5,TİRE,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,4,0.0,0.5,0.0,3190.0,URLA,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,4,0.0,0.1,0.0,3322.5,KONAK,KENT MERKEZİ,0,0,0
BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,2,0.0,0.0,0.0,3457.5,KARABAĞLAR,KENT MERKEZİ,0,0,0
TRAFO,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,2,0.0,0.0,6.0,3460.0,TİRE,KENT MERKEZİ,0,0,0
HURDA-AÇIK ALANDA,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,5,0.0,2.0,0.0,112.5,KINIK,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,2,0.0,0.2,0.0,387.5,KONAK,KENT MERKEZİ,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,5,0.0,1.0,0.0,1172.5,MENEMEN,KENT MERKEZİ,0,0,0
İŞYERİ,KIVILCIM(BACA),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,4,0.0,1.0,0.0,1577.5,KARŞIYAKA,KENT MERKEZİ,0,0,0
BARAKA/KULÜBE/YAŞAM KONTEYNERİ,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,5,0.0,2.0,0.0,1582.5,BAYINDIR,KENT MERKEZİ,0,0,0
BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,4,0.0,0.5,0.0,1592.5,TORBALI,KENT MERKEZİ,0,0,0
ARAÇ,ISINMA/SÜRTÜNME,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,3,0.0,0.0,0.0,1605.0,KONAK,KENT MERKEZİ,0,0,0
BİNA,KIVILCIM(BACA),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,5,0.0,0.3,0.0,1627.5,TORBALI,KENT MERKEZİ,0,0,0
ARAÇ,ŞÜPHELİ,TAMAMEN YANAN,YAPI_DEGIL,5,0.0,3.5,0.0,1770.0,MENEMEN,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,4,0.0,10.0,0.0,2125.0,BUCA,KENT MERKEZİ,0,0,0
BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,4,0.0,0.4,6.0,2310.0,BUCA,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,4,0.0,1.0,0.0,2400.0,BUCA,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,4,0.0,0.5,0.0,2442.5,KONAK,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,5,0.0,1.0,0.0,2490.0,BORNOVA,KENT MERKEZİ,0,0,0
BİNA,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,6,0.0,0.3,0.0,2595.0,KONAK,KENT MERKEZİ,0,0,0
OT,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,6,0.0,0.1,0.0,2732.5,SEFERİHİSAR,KIRSAL BÖLGE,0,0,0
İNŞAAT ALANI,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,3,0.0,0.5,0.0,2785.0,KONAK,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,1,0.0,0.3,0.0,2877.5,TORBALI,KENT MERKEZİ,0,0,0
